uname,mid,level,sex,send_time,like,is_sub,text
生菜肉夹馍,15958997,5,男,2021-11-04 19:23:11,0,True,刹车变硬？这也行？
鸿渐之翼,701845254,4,男,2022-01-11 19:43:54,1,True,不是变硬，是动能回收不起作用，你需要比平时刹车力度大才行，很多人习惯了之前的力度就会感觉刹不住
FalconB1019,523899188,5,保密,2022-01-18 18:56:35,0,True,动能回收减弱或者禁用和刹车有半毛钱关系
夏天的木材,472961983,5,保密,2022-02-04 14:53:26,0,True,回复 @鸿渐之翼 :就一薛定谔的刹车，不踩到底都不知道是什么刹车效果。https://b23.tv/BV1JP4y1H7bv 尽量别点刹吧[歪嘴]
鸿渐之翼,701845254,4,男,2022-02-04 22:34:01,0,True,回复 @夏天的木材 :你还是没搞懂我要表达的意思，简单点硕就是动能回收启动的情况下你不需要踩太下去，一旦某些情况下动能回收不起作用，有些操作能力差的人会不习惯
瓦特尔歪个头,162051195,5,保密,2022-02-16 13:02:06,0,True,回复 @鸿渐之翼 :你也不能说别人操作能力差吧，如果突然出现动能回收消失的情况一般人怎么可能瞬间适应。
鸿渐之翼,701845254,4,男,2022-02-16 19:12:54,0,True,回复 @瓦特尔歪个头 :逻辑没问题啊，你都说了一般人反应不过来，那可以反应过来的不就是操作能力强的
瓦特尔歪个头,162051195,5,保密,2022-02-16 20:52:26,0,True,回复 @鸿渐之翼 :当然有问题，你一开始说有些操作能力差的人做不到，对象是少数人，我的评论是感觉一般人做不到，对象是大部分人，问题的关键就在于是不是大部分人都能适应，如果大部分人都能适应那这个东西它问题不大，如果是只有少数反应厉害的人才能适应，那它就是个大问题。
鸿渐之翼,701845254,4,男,2022-02-16 22:27:52,0,True,回复 @瓦特尔歪个头 :那肯定是少部分人，把动能回收去掉就和普通车一样的，正常人控制车速都是要根据当前车速和周围环境去控制的。每辆车差异比这个差异还大，总不能因为换辆车就不会开吧？事实上河南那起事件还真的是她老爸开的。
苏Eagle,78727716,6,保密,2022-02-24 20:16:47,0,True,此地无垠测出来的嘛
李郝榫,477664163,5,保密,2022-03-11 23:27:32,0,True,回复 @不讲wudeの年轻人 :不至于用上联动云的站起来踩油门的那个力气吧[偷笑]
正er捌經,257413806,4,男,2022-03-15 08:44:55,0,True,回复 @丶泡菜君 :好家伙，我55kg的话岂不是要是蹦起来跺一脚刹车
raze911,112260271,5,保密,2022-03-28 18:42:34,0,True,回复 @sullix :不是用户，是试验对象
苂之海,126019125,5,男,2022-05-29 08:23:11,0,True,回复 @丶泡菜君 :2022某关闭送能回收测试已出，在40牛情况下刹车能力相差一倍，在170牛的情况下差距不到一米，没有到60kg的程度（也可能已经完善了这个bug吧）
阿辉-1993,24457970,5,男,2022-07-23 12:27:14,1,True,抛开事实不谈，难道你在这讨论这个问题就没有错吗[脱单doge]
eflamee,489390482,4,保密,2022-08-05 13:00:01,0,True,这解释，你踩过？
宅家的猫先生,168686394,5,男,2022-08-15 10:25:10,19,True,回复 @豆瓣酱な :明白人，谁让车主不是大理石？直接把车扛起来跑不就行了？果然是人的问题。[tv_调侃]
破姐软件资源,697772259,4,保密,2022-08-16 15:18:53,1,True,回复 @豆瓣酱な :[大哭][大哭]懂了，这就把有减速带的路拆了。
韦富安,698311863,4,保密,2022-08-26 18:36:52,1,True,回复 @豆瓣酱な : 不是车的问题是路的问题，修路的时候就没有考虑过特斯拉能不能适应，要找路政反映一下才行
踩终焉绿凯文,688538938,4,保密,2022-08-27 18:23:59,1,True,回复 @韦富安 :不用反应，直接禁用，道路上有没有特斯拉照样有车开，车不行还想让道路去适应车？
VX_VaderX,38450741,5,男,2022-09-28 15:42:10,0,True,回复 @账号已注销 :三哥的程序没得说，就是制造业拉了不少[doge]
洪福齐天Libra,399844277,5,男,2022-10-27 15:54:22,0,True,刹车变硬和动能回收失效是两码事
ZhaoFJx,1414520496,4,男,2022-11-23 11:39:58,0,True,回复 @踩终焉绿凯文 :老实人[脱单doge]
飞鹏战车,381400279,4,男,2021-04-29 18:31:07,2469,False,过减速带时车速从103加速到114，厉害！！
猹尼魅,693945324,4,保密,2021-05-01 11:56:05,1,True,回复 @坑神の坑到死 :人家在讽刺呢，你起什么哄，听不懂么？
我最爱打着打着退,21040442,6,保密,2021-05-01 18:50:08,29,True,普普通通上个高速拍出了火箭上天的感觉
牧之原翔子shoko,295685225,4,女,2021-05-01 21:56:31,19,True,这种减速带会导致保持车速的装置没办法检测实际车速 因为轮胎有滞空时间 导致速度回升保持 减速带是为了让人减速的 不是物体本身
ipooo,2826946,6,男,2021-05-03 02:34:57,16,True,回覆 @未闻花名SAC :摄像头应该要有识别减速带的能力，不然谈何自动驾驶？
你是噢的ok绷,27546667,5,保密,2021-05-14 01:18:47,2,True,回复 @ipooo :你对l2级驾驶辅助是不是要求过高？
筱辉ミク,825099,6,男,2021-10-10 02:03:39,5,True,这个准确点讲算不算减速带，他只是起到一个强提醒作用让司机主动减速备刹车
文武钦,27106803,5,男,2021-10-10 21:59:45,4,True,回复 @筱辉ミク :横向减速标线
肆32_,5209616,6,男,2021-10-12 16:54:55,5,True,回复 @筱辉ミク :这个就是减速带，压上去会有不同频率的振动，提醒驾驶员减速
筱辉ミク,825099,6,男,2021-10-14 11:42:44,13,True,"回复 @肆32_ :这叫振荡标线，主要用于提醒驾驶员注意前方路况，提高注意力，做好备刹车准备，行驶在振荡标线上可以不减速通过，高速禁止随意急减速，振荡标线有白 黄 红 三色，白色等级低于黄色，红色多用于隧道前方，振荡标线线距和公路最高时速以及路况复杂度有关系。
车道两侧为平行四边形振荡线，用于提示车道偏离，多用于转弯禁止变道区域，这么久没回复就想看看多少是“老司机”，多看点书还是有用处的，不至于这么的呆"
肆32_,5209616,6,男,2021-10-14 16:47:39,2,True,回复 @筱辉ミク :辛苦了，百度这么大一段
热练,4508182,5,保密,2021-11-02 18:10:08,2,True,回复 @筱辉ミク :没见过红色的减速带^_^四年驾龄了。科一这也是减速带
筱辉ミク,825099,6,男,2021-11-04 19:25:57,0,True,回复 @单人三排 :都说了这是振荡标线，红色的在高速上多的是，
火哥小超人,213340441,5,保密,2022-07-05 10:02:51,6,True,开过车的都知道，过坑，减速带，速度越慢感知越明显[doge]
unlivly,7697922,6,女,2022-07-19 20:04:20,4,True,回复 @筱辉ミク :过这种减速带，不是需不需要减速的问题，是你不减速能把你魂抖出来，下意识的就会带一点刹车[doge][doge][doge]况且大部分高速上120的车速，谁还管是什么颜色，看到就松油门带点刹车就完事儿了，真正上高速开几个小时比百度查那一大段有用多了
unlivly,7697922,6,女,2022-07-19 20:14:26,4,True,回复 @筱辉ミク :我每个月都要杭州-宁波往返两趟，一年两三趟浙江-福建往返，不管是在高速还是城区路面，遇到突发状况最好的办法就是“刹车”，紧急情况下来不及看镜就打方向反而容易出事故，至于会不会被后车追尾不是自己该考虑的，保持安全距离行车是后车该做的事情。
逸来逸去吔,326745081,5,保密,2022-07-27 03:41:47,0,True,回复 @火哥小超人 :速度越快，越容易起飞[doge]
弯道亡,292032542,5,男,2022-08-20 09:59:44,3,True,回复 @火哥小超人 :这和减震有关，减速带就是让你减速注意安全
KLIN-KLIN,99218868,5,保密,2022-11-19 00:02:12,0,True,你都这么有钱了，还自己吃饭上厕所呢？厉害！！
盖世嘤熊喵喵兽,915304,6,保密,2021-04-29 07:01:27,1438,False,之前已经有颠簸轮胎离开地面，判断打滑单轮输出扭矩回正，结果落地直接歪头撞墙的，。这玩意儿的自动驾驶真的一堆逻辑bug，不用都刹不住车，用了真的随时车毁人亡。
小小护卫,24753296,5,保密,2021-05-02 04:43:14,3,True,回复 @远去的歌 :因为选择相信了，就承担相应后果[doge]
青云双青,130185073,6,男,2021-05-05 01:10:22,15,True,这玩意儿就是一半成品
七彩的星星,25878231,5,保密,2021-05-05 23:59:48,7,True,回复 @远去的歌 :真是不懂这些人，真相信自动驾驶干脆把方向盘卸了得了
今天的丽芙表现超完美,388606434,5,男,2021-05-07 13:11:08,38,True,所以说自动驾驶还是早了点，现在入手纯属花钱当小白鼠。别的产品就当智商税了，可以无所谓，这个是要命的。[doge]
Moon_1119,651062360,4,保密,2021-05-08 04:47:04,4,True,特斯拉根本不是自动驾驶好嘛
普通的社交媒体用户,21500589,6,保密,2021-05-12 12:53:51,13,True,回复 @今天的丽芙表现超完美 :特斯拉没激光雷达
求过求过CFA,509277285,5,保密,2021-05-13 10:41:26,10,True,Bba中高端车型也都配备自适应巡航了，但我从来不用，这玩意儿赌命，稍微出点事儿也花钱花时间
你是噢的ok绷,27546667,5,保密,2021-05-14 01:20:35,0,True,回复 @求过求过CFA :高速巡航挺好用，但是用的时候怎么也没法放心。
田舍娃,489142225,4,保密,2021-10-10 20:59:02,0,True,回复 @青云双青 :是一半是成品，另一半是次品
你居然信了,106388376,5,男,2021-10-11 12:53:06,5,True,只判断轮胎状态就做决策，这也太离谱了[辣眼睛]
基拉Yamato,17940733,6,男,2021-11-20 02:13:35,1,True,毕竟不是飞机，除了飞机和铁路没有敢用无人驾驶的
车长车好了,424639190,5,保密,2022-01-10 04:52:38,1,True,回复 @基拉Yamato :飞机还是一次又一次事故改进的。而特斯拉确不会像波音空客一样。出事情完完整整调查一遍，并且根据问题改进重新投产。飞机的自动驾驶功能也是这么过来的，而特斯拉确做不到这样子。
HagielAshford,397821268,4,保密,2022-07-06 20:43:54,0,True,回复 @今天的丽芙表现超完美 :特斯拉用的视觉感知，没装激光雷达，感知距离近不说，还对环境要求贼高。。。然后人家公开表示之后还是纯视觉方案。。。
haooooooka,39494312,5,保密,2022-07-26 12:27:16,0,True,预言家啊！
洪福齐天Libra,399844277,5,男,2022-10-27 16:02:46,0,True,回复 @HagielAshford :你近视不代表摄像头近视，路上这么多驾驶员开车不都好好的吗？环境要求高？你不知道恶劣天气有限速吗？没考过驾照？
光物体,388551449,4,保密,2022-11-27 12:11:58,0,True,正常不是方向盘不动，就没事吗，写程序的什么逻辑
南方的小炒肉,16624850,6,男,2022-11-29 00:14:03,0,True,回复 @车长车好了 :别说调查了，人家车主把事故资料完完整整给他们，他们都要强行删除后台数据的公司
新手323,316055427,5,保密,2021-04-28 10:32:55,802,False,这车适合收藏
绿箭侠Arrow,10925724,6,保密,2021-04-28 10:37:13,23,True,高情商
526の無名,20534226,6,男,2021-04-28 16:45:40,11,True,适合卖废品[呆]
请叫我b利王,5970401,6,保密,2021-04-28 23:30:14,5,True,适合供养，爱的供养
抽奖欧皇就是我,505111154,4,保密,2021-04-29 09:39:34,11,True,宝友，这可不兴开啊
好吃的胡卜罗,1116110088,4,保密,2021-04-29 18:45:41,0,True,负收藏价值
康桥笙箫,11652519,5,男,2021-05-01 00:55:14,1,True,收藏个。
bili_4378285,406012701,5,男,2021-05-03 00:37:46,1,True,当反面教材收藏[妙啊]
Toto-WoIff,409839773,5,保密,2021-05-03 16:34:50,1,True,这车无收藏价值[doge]
霂蓝lan,673790527,4,男,2021-05-17 16:27:42,1,True,这好车适合开一辈子[doge]
uka1234,112913208,6,男,2022-07-25 09:51:23,0,True,适合埋土里[微笑]
糊涂的叶子,603207768,4,保密,2022-11-23 15:53:46,0,True,回复 @霂蓝lan : 你这一辈子，他长吗[冷]
狗蛋噗噗,26735422,5,保密,2021-04-28 13:11:56,957,False,选择特斯拉，就选择了一辆可以开一生的车
天空之帽,6441042,6,保密,2021-04-28 14:31:36,80,True,早上买，中午开，晚上走，咚咚锵，上天堂
隔壁王夯,49341274,4,保密,2021-04-28 15:48:20,28,True,早上买，中午开，下午走，当场烧，烧足四个小时，保证送达阎王殿。  连殡仪馆火化流程都省了。
鲈鱼上岸,7152829,6,保密,2021-04-28 20:09:44,11,True,一看亲戚朋友买，赶紧准备钱，准备吃席[doge]
willyhobb,3667503,6,保密,2021-04-28 20:41:30,10,True,恐怕还得烧一次，当场烧焦但不成灰啊(°∀°)ﾉ
面面俱倒,12603221,6,男,2021-04-28 21:14:48,3,True,我去小孩那桌[脱单doge]
波斯猿,40900527,5,保密,2021-04-29 12:35:29,2,True,早买早吃席
为什么不ban马格纳斯呢,224931074,6,男,2021-04-29 13:57:05,2,True,回复 @隔壁王夯 :快进到，我坐小孩那桌
兰博_基尼太美,16168760,5,保密,2021-05-01 10:22:56,0,True,回复 @天空之帽 :这不是晚上直接成灰了吗？[doge]
風_景,238277119,5,保密,2021-05-01 12:20:14,1,True,回复 @天空之帽 :明儿个 请村饭
みさかみお,73398,6,女,2021-05-03 10:01:42,1,True,我坐小孩那桌[doge]
未来就在此刻,407017816,5,保密,2021-05-03 12:50:05,5,True,回复 @天空之帽 :王雷卖车
彤大哥哥呦,18046947,5,保密,2021-05-04 19:02:20,0,True,咚咚锵
枫间一直在路上,38066700,4,保密,2022-02-02 17:35:35,0,True,回复 @鲈鱼上岸 :带狗头就想保命？[妙啊]
萧碧狐,46882643,5,男,2022-11-19 04:43:39,0,True,你的特斯拉可以买来放生吗？[doge]
夏天穿棉袄冬天穿裤衩,384493610,5,保密,2021-04-28 07:51:30,335,False,旁边的车看见你更害怕了[doge]
大傻子树,439240192,5,保密,2021-04-28 21:16:40,1,True,大胆点把狗头去掉。特别是高速
我租了个B站账号,26747156,5,保密,2021-04-29 07:36:28,20,True,不怕你跟着特斯拉。就怕特斯拉跟着你。[doge][doge][doge]
发型不同风向,146756639,6,男,2021-04-29 13:26:59,1,True,回复 @高寒-BT7274 :挂前进档往后倒，就问你怕不怕
我和我的忧郁,9129248,6,男,2021-05-03 08:51:43,0,True,回复 @高寒-BT7274 :啊哈哈哈哈画面感出来了
年轻的狗头人,404038156,4,保密,2021-05-17 21:09:23,0,True,你不要过来啊[doge][doge]
saide番薯,4036867,6,女,2021-10-11 16:19:42,0,True,旁边是王者
KYO-0,1634859,5,保密,2021-12-23 15:04:23,0,True,还好近视看不清对面是特斯拉[doge][滑稽]
束发RX,62524464,6,男,2022-11-29 01:10:10,0,True,回复 @我租了个B站账号 :预言家
臣服于混沌,418575,6,保密,2021-05-02 03:08:34,240,False,美国国家汽车协会都定性说特斯拉的驾驶系统只是“辅助驾驶系统”，根本达不到自动驾驶的能力，如果信了它的宣传真把命交给它，那就不是被收智商税那么简单了，要被收智商命的。[辣眼睛]
不雅凶器,105867941,6,保密,2021-05-19 00:22:28,3,True,tsl的技术高层都说只是L2辅助，怪msk吹牛
怪物Rex,15763402,6,男,2021-05-22 22:31:34,0,True,回复 @新种123 :特斯拉官方不早就改成辅助驾驶了？不都好几年了。
键盘车神吱哦周,77626374,5,男,2021-05-23 02:38:37,9,True,关键是他辅助也不是真的积极作用啊，是刹车失灵啊[笑哭]
不雅凶器,105867941,6,保密,2021-05-23 10:30:35,2,True,回复 @怪物Rex :但是更早之前是宣称自动驾驶的，而且马斯克嘴放火箭，承诺的完全自动驾驶多少年了还是没影
怪物Rex,15763402,6,男,2021-05-23 16:17:37,0,True,回复 @新种123 :但是很早之前他就改了啊只有国内营销号一直说人还说没宣传自家是完全的自动驾驶啊，他们自己到现在还在测试自动。
不雅凶器,105867941,6,保密,2021-05-23 16:48:25,4,True,回复 @怪物Rex :公司说明改了而已，因为不改是要担责的，我还记得去年看过一个马斯克本人的视频声明，宣称年底可以推送自动驾驶系统，现在2021年都过半了也没见一点风声
怪物Rex,15763402,6,男,2021-05-24 10:46:14,0,True,回复 @新种123 :所以他就不是纯自动驾驶啊，这不还是辅助？他就算年底更新了现在也还是辅助而不是自动。
长沙市热心市民吴先生,107625917,6,男,2021-05-24 19:33:03,16,True,前几年我看到过一条新闻，特斯拉高速追尾大货车，原因是车主在车辆上行驶时坐在特斯拉副驾驶上睡觉，正驾驶没人……[笑哭]
你kun鸽牛逼不,34778034,6,男,2021-05-25 10:17:24,0,True,关键是这种时刻不交给他他还限制你刹车，你能怎么办
いぬやしゃ_Inuyasha,3243092,6,女,2021-11-06 13:03:23,0,True,回复 @新种123 :潮汕地区的用户还是有的
千手十代,38550803,6,女,2021-04-28 10:43:10,147,False,[doge]这车的内饰太简陋了，极致省钱
那菈迦塔,471792476,5,保密,2021-04-28 11:24:14,16,True,这叫极简科技感，采用大师设计的水泥板子，返璞归真
迷の姨妈红,6663949,5,保密,2021-04-28 11:53:16,7,True,人那叫极简风格，科技感爆棚，你懂什么？[滑稽]
赤色红焰,6347389,5,男,2021-04-28 16:03:12,2,True,回复 @无垠之白 :论大师设计我只服小米[抠鼻]
七彩炫光小汤圆,6754964,6,男,2021-04-28 17:20:25,2,True,我的科迈罗网上都骂内饰少吧，就这都比特斯拉多好几个键[辣眼睛]
Ty1erMay丶,171755123,5,男,2021-04-29 13:29:01,0,True,我不许你说它
叮咣稀里哗啦,2017443112,4,保密,2021-04-30 11:22:28,1,True,简洁和简陋  判断方式因该是看是哪里出的
金轮NZJ2,66019778,6,男,2021-04-30 15:51:36,0,True,回复 @迷の姨妈红 :懂了，这就给买的老头乐装一个iPad[doge]
特斯拉品牌安全,5982276,6,男,2021-05-02 17:25:45,1,True,我家几万的车都比这个豪华
7788ie,2512875,5,保密,2021-05-04 23:05:48,2,True,回复 @bili_66065651308 :当你看个车速都要冒风险转头去看中控的时候，你就知道什么叫做简陋了
多功能阿涛,34636174,5,男,2021-10-10 21:09:51,0,True,屏幕越大  越便宜
千手十代,38550803,6,女,2021-10-10 22:15:48,0,True,回复 @多功能阿涛 :伞兵
一个社恐的话痨,355048607,5,女,2021-10-15 22:45:51,0,True,回复 @赤色红焰 :还别说小米搞得的极简工业设计理念，它们称为MI LOOK在国内设计领域影响还是很大的，自成一派
桑风free,523467083,5,男,2022-01-26 00:40:30,0,True,应该豪华一些，毕竟是最终待的地方
起名字好难啊_-_,1906344585,4,女,2022-08-30 02:31:17,0,True,这叫未来风，科幻片不都这个样吗
䙻你姐脱,1440674703,4,女,2022-11-22 09:41:48,0,True,没有仪表盘，系统全在中控台，动不动还死机，真是天才的设计[热词系列_吹爆]
关谷小气,231992453,4,保密,2021-04-28 18:27:57,119,False,特斯拉内饰真是够朴实无华的 就一块屏幕
开心小师弟,379359153,4,男,2021-04-28 18:49:23,4,True,说真话，除了中控屏，啥都没有。[doge]
般若彼岸花,105119407,5,保密,2021-04-29 11:45:40,1,True,回复 @程序员Jackey :你想要什么？一室一厅？
天天猫猫天天,160903981,6,保密,2021-04-29 11:53:52,5,True,回复 @般若彼岸花 :想免费洗车[调皮]
gingeraleplz,43400707,5,男,2021-04-29 13:34:17,8,True,回复 @般若彼岸花 :好家伙，你能表演一下那个，就是那个! 不用水洗特斯拉嘛?
墨浓书香,280563199,5,保密,2021-04-29 19:03:38,4,True,看着有点丑
下载AP,378355514,5,保密,2021-04-29 19:07:55,2,True,回复 @般若彼岸花 :那也不能这么丑啊。。。。
FlankBlue,8852512,5,男,2021-04-30 13:00:17,2,True,回复 @般若彼岸花 :别人有的他没有，别人没有的，他也没有，我直接搬个电视进奇瑞QQ里，是不是就是特斯拉了？？？
莞玥,45979931,6,女,2021-04-30 23:17:50,1,True,内设还不如我家16万的奇骏
柳岸虚设,155868147,6,保密,2021-05-04 18:28:36,1,True,回复 @FlankBlue :不是，你还得把刹车拆了才是
FlankBlue,8852512,5,男,2021-05-04 18:38:21,0,True,回复 @柳岸虚设 :有道理
潶糖あ逗逗,45520113,6,保密,2021-05-05 14:23:22,0,True,讲真的不如我家的长安cs75[辣眼睛]
非盈利反思教教主,13643771,6,保密,2021-05-18 00:47:52,0,True,回复 @莞玥 :好像比亚迪f1内饰都比它好[惊讶]
同豸,325971223,5,女,2021-06-16 23:04:43,0,True,回复 @莞玥 :错了，不如夏利。
张口食天下,36032638,5,保密,2022-09-22 15:58:30,0,True,关键是有时候还会死机，想想你在高速上想要变道，突然死机[妙啊]
岳塘彭于晏,248845379,5,保密,2021-05-03 17:43:06,79,False,为了自己的安全，为了其他车主的安全，求求别开特斯拉上高速了[拥抱]
精神在别处,382471671,5,保密,2021-04-28 21:50:57,216,False,这和减速带震动带没关系，地上没有车道线了，过减速带后车道恢复，但和右边并线，车辆找车道一瞬间，车主接管。所有信息大屏上都完整展示了。开过特斯拉的一看就明白。高速上这样是正确操作，速度太快。如果不是高速，其实不会撞，已经识别右侧车辆。渲染红色并警报，它会避让。城市里匝道并线遇到过好多次。
灬望远镜灬,259953762,5,保密,2021-04-28 23:45:28,18,True,我赌这车不会死机
马猴SAMA,498498,6,保密,2021-04-29 00:46:31,34,True,在没有车道线的时候连保持左侧安全距离都做不到吗？
仕泽猹,8267644,6,男,2021-04-29 02:43:04,3,True,回复 @马猴SAMA :确实做不到
沉寂的海盗,1870539014,3,保密,2021-04-29 09:01:56,2,True,有个评测颠簸就这样
静如朝凪,285297407,5,保密,2021-04-29 11:39:19,27,True,你这一个“如果”就有可能代表一起事故了
codmw,15439068,5,保密,2021-04-30 18:07:27,2,True,回复 @马猴SAMA :这种识别都是靠道路标线的，没有标线还能正常开的基本可以达到无人驾驶正式上路的阶段了
马猴SAMA,498498,6,保密,2021-04-30 20:07:10,3,True,回复 @codmw :也没打算让它能正常开 但至少得保证不能开着开着撞上啥东西上去呀 刹车都行
codmw,15439068,5,保密,2021-04-30 21:05:09,4,True,回复 @马猴SAMA :这个系统现在只能识别行人和车，还有各种标准的交通标识，其他的都没法识别，识别率也不是100%。这个就是加强版的L2，必须要人看着，想完全脱手是不可能的
马猴SAMA,498498,6,保密,2021-04-30 23:31:53,1,True,回复 @codmw :唉 好吧  那其实反而更加提心吊胆了  也就是路上堵车跟车方便一些  开快了不敢给它开
dfdtc-大头菜,22351855,6,女,2021-05-01 07:07:59,0,True,回复 @codmw :要实时更新的高精度地图
dfdtc-大头菜,22351855,6,女,2021-05-01 07:08:17,1,True,回复 @codmw :AP嘛，还想怎么样[笑哭]
喂喂喂买白酒,168201206,5,男,2021-05-01 15:05:35,2,True,终于有正经车主了
赤焱一夏,485611255,5,男,2021-05-01 15:43:03,14,True,这视频表达的是特斯拉在颠簸的时候无法减速，你在说什么啊？
鲁邦さんせ,114436878,4,保密,2021-05-02 18:00:19,3,True,这才是正解吧，我发现B站正常人还是多，不会直接无脑喷
Feb凉子,116133672,5,保密,2021-05-06 16:00:24,5,True,经典没关系，有啥问题都是路的问题。
小陈不是Chen,2413374,6,男,2021-05-09 16:38:14,2,True,那该如何解释过减速带还要继续加速？别的车都在减速，就特斯拉在加速，要不是后面车主介入刹车，怕不是直接撞上前车了
black159998,8360509,6,男,2021-05-10 16:04:06,0,True,回复 @codmw :那我不如自己开呢。
hanteiの蘿蔔,4215700,6,男,2021-05-14 19:17:39,0,True,回复 @我想找个可爱的老婆 :这不是在减速带上一秒从114减到79了吗？
大捷司机日常,230344742,6,保密,2021-05-17 02:45:57,0,True,回复 @马猴SAMA :不好意思呢，目前带有自动驾驶和辅助驾驶的车都做不到呢
