uname,mid,level,sex,send_time,like,is_sub,text
人生如若梦初醒,19020221,5,保密,2021-04-26 16:46:55,383,False,[热词系列_三连]希望UP不要被公关了。我讨厌特斯拉最大的原因是因为这个企业的态度，出了问题不可怕，最主要是的认错挨打改正，特斯拉是高傲，上位者对下位者的不屑。国内国外的企业都会有这种问题，大的企业表现得尤为明显，听不见消费者的声音。外企占比更多，让人感觉极度不爽，买你的产品还要当孙子。如今只要国产不是太差劲，我都会选择国产，只希望国产做大做强了之后不忘初心。
Cx330还在吗,131414378,5,男,2021-04-26 16:54:02,3,True,热度没了已经
昵称被修改,54687984,5,男,2021-04-26 23:01:02,3,True,特斯拉不是第一个也不会是最后一个，贱骨头还有不少呢
棕色的花,1293503,6,女,2021-05-07 07:39:09,0,True,我感觉这种车企能进来这么高调，肯定后台硬啊，所以全没了吧[捂眼]
B十九,25960250,5,保密,2021-04-26 12:28:12,1013,False,不管你特斯拉是叫单踏板，动能回收，还是刹车助力。说到底这是刹车啊，同一台车的刹车，你刹车力道变来变去，天上一脚地下一脚？我的天！要疯啊！那前一次刹车的脚感踩这一次刹车，就不一定踩出什么刹车距离。放到日常驾驶中可不就是直观感受上的刹车失灵吗！？
天堂的痕迹,26446666,5,保密,2021-04-26 13:21:49,41,True,"这是存在两个问题，一个是刹车助力问题，一个是动能回收问题。动能回收问题不知道是不是其他电动车也存在，但我听明白了，有回收的时候滑行距离会变短，没有会变长，这里就有一个问题，当习惯了动能回收的滑动距离的时候，当回收功能失效的时候，驾驶员没注意到，滑动距离判断失误，造成事故。
第二个问题就是特斯拉自己存在的刹车助力问题，这同样是一个习惯问题，刹车踏板时轻时重，严重影响驾驶安全！"
小熊猫打喷嚏m,44407909,5,保密,2021-04-26 21:55:01,5,True,回复 @天堂的痕迹 :啥问题不问题的！所有国产电动车都加了人工干预的并列刹车机制，既有刹车能量回收，也有强行人工刹车机制，特斯拉就是混蛋作死！0到1秒内刹车瞬间踩到底，直接绕过所有车载系统，强行触发完全刹车，很难吗?不就是几个电位器传感器，最多增加一个机械传动呗
sosonono,23366841,5,保密,2021-04-26 16:09:28,4,True,[滑稽]慌啥，用力踹刹车就是，把特斯拉当仇人踹[doge]
呆dai菌,21638806,5,男,2021-04-26 22:30:03,653,False,今天陪我老婆以及她闺蜜出去吃饭，到停车场步行时看到一辆在停在侧面model3正启动准备出库，我老婆和她闺蜜看了一眼，赶紧跑过去，还说了一句赶紧跑，别撞到我们了。我在后面看了眼model3车主，他死死盯着那两个女人，感觉有一种说不出的难受。
一个人的-旅行,224598625,5,保密,2021-04-27 00:16:34,186,True,这是被人尊重的感觉 别的车主没有这个待遇[doge]
Stone-C,46966306,5,保密,2021-04-27 01:29:47,140,True,"这就是被歧视的感觉
但我希望车主应该怼的是特斯拉
而不是维权的女车主"
hfmm678,35296827,6,男,2021-04-27 01:44:24,12,True,回复 @Stone-C :特斯拉车主其实也是无辜的[无语]
某小旭O,266129904,4,保密,2021-04-26 18:25:13,384,False,以前从来不关注特斯拉，自从特斯拉甩锅给国家电网我就开始吃瓜一直吃到现在，说真的有点撑。
幽泉竹青,435984731,4,女,2021-04-26 20:46:09,19,True,我原来就不关注车，我平时只看美食还有新闻，这次车展维权，让我开始搜特斯拉以前的事故，才知道原来这么多而且一个比一个离谱。各种甩锅。
Laviezz,429546473,5,保密,2021-04-26 22:43:02,5,True,马斯克洗脑大教主，
有节操的污妖王,4535437,5,男,2021-04-28 01:41:00,1,True,在特斯拉甩锅国家电网前我还准备下单来着[笑哭]，后来放弃了。。。
凹凸呼户,4316969,5,男,2021-04-26 13:08:16,793,False,王老师说的这三个问题里，最严重的是第三个了吧，震动情况下，有几率影响制动系统直接不符合国标了，严重点可以禁售吧。国内一段下坡路上很多减速带，开着这样的毛豆3，坡下完，刹车也没了[呆]
凹凸呼户,4316969,5,男,2021-04-26 13:10:16,105,True,包括也有很多下地库没刹住的视频，然后怪环氧树脂地面有水很滑这种操作就很迷，说得好像其他车来了就没水了，不滑了一样[无语]
張长章长,93922283,4,保密,2021-04-26 17:23:54,5,True,回复 @凹凸呼户 :都会滑，问题是现在在于特斯拉滑的特别快
杨小汽水,25021381,4,男,2021-04-26 15:15:46,11,True,影响的是动能回收 而不是制动系统
mkmkjgogiighm,46045162,5,保密,2021-04-27 13:34:55,154,False,客观的说一句，我家里有辆modelx，我爸开了一年多没出现什么问题评价很高，我自己今年拿到驾照去试了下它的性能确实爽，但是特斯拉model3本身就有问题，首先没有仪表盘这个反人类的设计，就这一点如果给我二三十万要我选电车我肯定会选比亚迪汉或者小鹏。并且操作逻辑存在着问题，尤其最近更新后强制让你只能使用单踏板，选择什么模式是车主的权利但是特斯拉强制要车主适应它的单踏板模式，这对很多从油车换过来的车主很不习惯，在某些情况下踩不下刹车是个人都害怕。这个更新目前models和x还是可以自己选择成和油车一样的模式，所以出事的都是model3。再说一点，特斯拉在车主提车后和其他车企给一本厚厚的说明书不同，仅仅是给一个二维码给你去扫自己看视频说明，这对刚接触电车的人真的很不友好。最后，特斯拉在这件事的公关处理也有很大问题，有问题应该赶紧召回或者升级程序而不是一直这种傲慢的姿态，这样只会害了自己。希望赶紧改正吧，不然开出去都被人说[嫌弃]
懒惰成性的家伙,8080962,6,男,2021-04-27 15:18:03,4,True,召回，可不仅仅是说句话的事，要赔的钱太多了[doge]
奶香x,385076476,3,保密,2021-04-27 15:30:46,15,True,特斯拉主要是是想让用户给它做实验，收集数据
特派记者花卷,15640,5,女,2021-04-28 11:03:22,1,True,flag不要立得这么高吧……
两个宝贝都喜欢,2668902,6,女,2021-05-07 07:54:07,24,False,我男朋友的特斯拉刹车有嘎嘎嘎的那种异响，去特斯拉售后处理一次，好了一段时间，现在又有了，然后又去处理，结果特斯拉的工作人员和他说这是特斯拉的通病，没关系什么的，处理方式是给他打磨下刹车皮什么的，给他气死了[笑哭]但我男朋友还是特斯拉吹，不是很明白他怎么想的[辣眼睛]我也不懂车，吃瓜态度哈哈哈哈哈哈哈哈
Cx330还在吗,131414378,5,男,2021-05-07 16:15:22,2,True,特斯拉营销比技术厉害多了
梦游不知归途,512351756,3,保密,2021-05-08 11:57:48,5,True,换个男朋友，可以保命[笑哭][笑哭][笑哭]
哔叹号哔哔,317534485,4,保密,2021-05-09 18:21:19,5,True,赶紧换男朋友，保命要紧。
SwingMonkey,4463606,5,男,2021-05-09 19:19:38,19,False,我爸的model3昨天也出现了刹车和方向盘变硬的情况，太恐怖了！！！！！！！！！！！
Moschus,96233695,5,保密,2021-05-11 16:01:27,0,True,尽量还是不要开了，感觉太危险了
Prot0s5,23293609,6,男,2021-05-11 19:50:57,0,True,能卖早点卖了，趁着公关在别的平台贼给力，特斯拉还涨价这一波机会
多情不代表丶花心,12908362,6,保密,2021-05-12 11:02:56,0,True,那开起来太刺激了[doge]
Dybla,19005278,5,男,2021-04-26 16:37:01,34,False,"我自己开丰田混动，也开过朋友的model3和其他品牌的纯电，说实话，特斯拉的动能回收是最激进也是最突兀的，开起来的感觉也是和传统燃油车区别最大的，如果你是多年燃油车用户在刚接触特斯拉的时候一定会误操作几次才能逐渐适应。
另外说回到任何车辆在行驶过程中刹车踏板突然变硬，无论你的前提条件是什么引起的，颠簸也好，湿滑也好，不能因为电控刹车就洗，在传统车行业这就叫刹车失灵，哪怕你重新打火恢复正常工作了，那也叫刹车失灵。"
瓶之幻,112256117,4,保密,2021-04-30 10:32:10,4,True,就刹车突然变硬。等再反应要重踩的时候。有可能事故已经发生了。非常危险
ManiaChoinz,59463349,6,男,2021-05-07 22:49:02,0,True,刹车突然变硬，老司机都会出一身冷汗，更何况新手
最想念の季节,272941027,6,男,2021-04-26 20:03:01,124,False,我现在怀疑马斯克是不是爱迪生的虔诚门徒？ 注册特斯拉这个商标目的是在诋毁尼古拉•特斯拉的名誉
后天之蓝,13241938,5,男,2021-04-27 11:27:17,42,True,特斯拉创始人根本不是他而是马丁，艾伯哈德，他是把人家创始人都给基础部后上位的小人，PayPal他也是这么干的。这也是为啥华尔街所有金融机构都围剿他的原因，这人真是没啥道德
干欢华为,1335394,5,男,2021-04-28 09:12:06,12,True,回复 @后天之蓝 :不是我说，华尔街大佬们还有道德这玩意？目测是妨碍他们抢钱了，而已。
丿GTR丿,18276834,5,男,2021-04-27 12:08:56,2,True,老爱迪生了[doge]
棠下氧气,454201390,3,保密,2021-04-26 14:57:01,269,False,"TSL 不是传统汽车，上市前不会做几年的路试！ 
1. 所以它的技术都是那么超前，拿别人还在测试验证中的产品就直接上市，这一切一切都是为了公司市值。 
2.TSL车～把验证过程交给消费者，（俗称韭菜）那么问题就来了，这些BUG 都是用别人生命换来的.这是极不道德的."
Cx330还在吗,131414378,5,男,2021-04-26 14:58:37,19,True,特斯拉技术哪里超前了
棠下氧气,454201390,3,保密,2021-04-26 15:02:57,29,True,回复 @Cx330还在吗 :发布时间超前～ [微笑]
薛定谔的喵-_,291487994,4,男,2021-04-26 15:40:16,0,True,现在的车都不会有做好几年的路试了[呆] 一般就是几个月
speeters,8598123,6,保密,2021-04-26 12:19:48,906,False,看来tesla改动了博士iboost的设计被石锤了，不然不会因为振动等原因影响刹车。要知道tesla和小鹏等都是用的相同规格的二代iboost，这个制动总泵肯定符合国标，那么制动功能受限一定是tesla自己的问题。感谢abv的测试，原以为这是小概率事件，目前看来每一辆tesla都有可能遇到这个问题[灵魂出窍]
gordon24bbq,37994849,5,男,2021-04-26 13:05:49,32,True,是工业巨头博世，不是博士，博士是做音响的最多有个汽车相关的电磁悬挂。
digold,388483487,5,保密,2021-04-26 13:39:16,61,True,奉劝特斯拉车主不要有侥幸心理，软件这东西，逻辑性是非常强的，硬件上有问题可能是个例，软件上一辆有问题就说明都有问题，因为软件都一样，没遇到只是还没触发那个逻辑。
swordtiplzp,306402588,5,保密,2021-04-26 17:59:12,1,True,回复 @digold :正解[OK]
o别抢我养的猪,310657353,4,男,2021-04-26 12:47:48,243,False,特斯拉表示:我们同意你去测试了吗？你这测试不符合国家标准，要按我问的标准测试。其他自己测试的，一律不作数。
外星人Steven,88423744,5,保密,2021-04-26 16:19:28,8,True,现在路上遇到特斯拉都避开，怕抽风[煌-震撼]
浴缸里de泡泡,142792749,5,保密,2021-04-26 18:04:16,6,True,回复 @外星人Steven :好多地方都禁止特斯拉进入了
dxcharlary,2544348,5,保密,2021-04-27 12:57:35,10,True,回复 @外星人Steven :今年年初的时候堵车，跟在一辆特斯拉后面，不知道是AP的问题还是车主的问题，一会儿窜出去一两米然后急刹，一会儿又窜一两米然后又急刹，这非人类的操作直接惊呆了，找个机会变道走人，真的跟不起。从此以后，远离特斯拉，尤其不要在他的后面跟车。
某不知名腌渍类水产品,8420313,5,保密,2021-05-12 00:10:53,4,False,一群买不起的又在这尬黑我特斯拉，这车有多好你们懂什么？上礼拜我买了一辆特斯拉送经理，昨天我已经坐上经理的位置了[doge]
老实敦厚的灿灿,19110136,6,男,2021-05-15 09:28:44,0,True,秀儿[滑稽]
问题很多的小朋友,52807681,5,保密,2021-04-26 15:28:03,324,False,"@Tesla特斯拉中国 
https://b23.tv/puTZlf
up主总结特斯拉各种问题，最狠的是up主8集连续剧刚保时捷。https://b23.tv/1YFnaq这是后续https://b23.tv/ANmQKN这是花絮

https://b23.tv/xOtVzt

https://b23.tv/YBgEjD
刚买的车轮毂松动，还是3个
https://b23.tv/4NaOcZ
这个是后续

https://b23.tv/IkmE5B
底盘破损

https://b23.tv/Jzql2V
制动失灵也就是刹车失灵

https://b23.tv/DzxRWu
突然加速

https://b23.tv/By44BS这个是后续

https://b23.tv/5EGAGu
直接起飞

https://b23.tv/7lGGHR
韩国的特斯拉也有问题

https://b23.tv/MPdBft
车速失控

https://b23.tv/2St7fg
抛锚，车主见售后的次数比见自己外婆的次数还多

https://b23.tv/OgbPLQ幽灵刹车

https://b23.tv/NHaGH8
红灯识别错误

https://b23.tv/0xl3sG
特斯拉半夜三点带着警察去车主家诬告车主

https://b23.tv/wukLYR
我一眼就看出你不是人

https://b23.tv/rD4OYp
车门锁不上

https://b23.tv/hRzAZB
修理了十多次

https://b23.tv/VM7KLJ屏幕死机

https://b23.tv/nRHHsg传感器bug

https://b23.tv/xtgGid

https://b23.tv/DhycdH台湾特斯拉

https://b23.tv/sHQt70
特斯拉如何威胁车主

https://b23.tv/Zbp0NZ区长的视频

https://b23.tv/Yuliu0特斯拉突然失速

https://b23.tv/rHyISE自动驾驶试验"
大雁塔周润发,20046632,6,保密,2021-04-26 21:33:47,7,True,曲一响布一盖，全村老小等上菜～
APK诡秘,562783079,3,保密,2021-04-26 21:42:34,2,True,"特斯拉系列
https://b23.tv/oDflMD
https://b23.tv/07zvlH"
