uname,mid,level,sex,send_time,like,is_sub,text
慕狮pa,4824488,6,保密,2022-04-17 13:59:28,6,False,司机好像在罚坐一样[doge]
我们一起来踩他,454828463,5,保密,2022-08-26 11:43:23,0,True,长时间不动  难道不像睡觉嘛
灼眼ノシャナ,561408,6,保密,2022-04-13 15:12:05,6,False,这个避障策略感觉还是物体轮廓线那种来的，选取的场景也相对简单，多种车辆 混合交通流 超车变道干扰 风险决策判断那些 没看到，可能我没仔细看。
sadis2,478492424,3,保密,2022-04-21 21:39:09,3,False,就这高速单一场景有什么挑战吗？匝道还需要接管？
ArcXya,52839913,5,保密,2022-04-19 22:44:42,4,False,全程高速+没车？哪位看完的告诉我变过道吗？是不是直接开volvo卡车打开acc就行了。
杀骚人物,333506962,5,保密,2022-04-24 09:02:26,3,True,有变道超车过，超一辆货车，我也是跳着看的
Benjaminkc,2393679,6,男,2022-05-06 16:31:13,0,True,看了4h的告诉你，高速能遇上的除事故，都遇上了
ArcXya,52839913,5,保密,2022-05-06 16:33:41,2,True,回复 @Banjamin :那应该出个加速版，中间无事发生的就10倍速过去或者剪辑掉。反正有完整版，也不会有人质疑剪掉关键内容。
迷途猫之家,227064669,5,保密,2022-06-22 16:49:40,0,True,超了别人车 也有人超他
戈饭,132869,6,男,2022-04-18 00:25:17,2,False,未来怕不是这样，自动驾驶汽车AI操控，通过5G甚至6G技术把低延迟的形式数据发送到公司总部，安全员在公司里远程盯梢。
水龙吟幽梦,11783432,6,女,2022-04-20 15:53:56,0,True,都是本地进行数据处理的=.=，远程处理延迟太高
impraze,103881027,5,保密,2022-05-06 21:09:54,0,True,远程安全性太低了，必须本地才能做出最快最稳的反应
Leon_LINN,295332613,5,保密,2022-04-16 03:57:43,2,False,建议取消驾驶证，让自动驾驶全面普及[doge]
ムト子,34766861,6,保密,2022-04-17 16:55:27,1,True,请你解决一下全国运营人员转岗问题[辣眼睛]
隧道全互通,1346129699,3,保密,2022-04-23 16:42:46,0,True,人工驾驶后期可能会成为健身项目（例如汽车赛事） 自动驾驶人工驾驶认为后续很长一段时间内必然同时存在
夏梓凇,77571863,6,保密,2022-04-16 03:09:50,4,False,我超，你真放5个小时啊[喜极而泣]
ash9700,415898656,5,保密,2022-04-14 19:51:15,2,False,为啥这条路上没车啊？
端木诗柳,3379660,5,保密,2022-04-14 20:03:40,1,True,应该是高速加上是晚上吧  又不是节假日的时间猜测[doge]
杀骚人物,333506962,5,保密,2022-04-24 09:03:38,1,True,开头晚上比较少车，后面白天就多了
血小板-platelet,35923782,5,男,2022-04-14 14:20:23,1,False,这个好
skukd.urd,145485,5,保密,2022-04-14 13:07:20,2,False,路上怎么没什么车？
好地方bug,7651475,5,保密,2022-04-13 14:38:31,2,False,太赞了！小马加油！
495609715,8888512,5,保密,2022-04-14 13:11:41,0,True,靠你了[doge]
为什么什么名字都有人用,30386226,6,保密,2022-04-13 14:15:43,2,False,雨天NB
岩层先生,2841287,5,保密,2022-04-13 14:11:35,2,False,牛蛙牛蛙
蓝色大海之魂,495477116,5,保密,2022-04-13 13:43:43,3,False,这…也太长了吧
溜溜的予心说,270663929,5,保密,2022-04-13 13:42:18,4,False,卧槽，牛逼
戈饭,132869,6,男,2022-04-18 00:25:17,2,False,未来怕不是这样，自动驾驶汽车AI操控，通过5G甚至6G技术把低延迟的形式数据发送到公司总部，安全员在公司里远程盯梢。
水龙吟幽梦,11783432,6,女,2022-04-20 15:53:56,0,True,都是本地进行数据处理的=.=，远程处理延迟太高
impraze,103881027,5,保密,2022-05-06 21:09:54,0,True,远程安全性太低了，必须本地才能做出最快最稳的反应
氪合金之光,233421196,5,保密,2022-04-13 14:41:09,1,False,大车要靠最右侧行驶吧
中二病患者咋了,15100413,6,男,2022-04-13 15:45:47,0,True,[tv_呆]要不先过个科目一
氪合金之光,233421196,5,保密,2022-05-23 12:33:49,0,True,回复 @中二病患者咋了 :哟，你这回复挺搭你id的
岩层先生,2841287,5,保密,2022-04-13 14:11:35,2,False,牛蛙牛蛙
某柯阿咧咧,4776910,6,男,2022-05-30 21:47:36,0,False,开进服务区和开出服务区那段路不能用自动驾驶吗
P颠P颠的红领巾,1733663642,3,保密,2022-05-10 12:19:18,0,False,场景有些单一呀
欧阳楚轩,421420,5,保密,2022-05-07 16:54:57,0,False,说得好 出事故了车企负责嘛？
S-珍香-你说对,7486164,5,男,2022-05-03 09:52:02,0,False,高速啊。。。我想看地面道路6小时无人接管
绯月永夜丶,12355984,6,男,2022-04-30 13:07:58,0,False,BV1YS4y1c7wi[doge]能不能好好解释一下
多米乐呵呵,477339248,4,保密,2022-04-29 11:23:51,0,False,潍柴都说了 自动驾驶就是忽悠
好地方bug,7651475,5,保密,2022-04-30 03:46:12,0,True,谁？
三手的小学生,10090929,6,男,2022-04-23 20:46:24,0,False,你们这个AI代码有没有bug？麻烦出示一下24小时的system log，和48小时内本市程序员的code review报告
vag1ant,370484192,5,保密,2022-04-22 20:39:33,1,False,这个卡车是单独设计的底盘吗
jjjooohhh,24922965,2,保密,2022-04-22 16:51:03,1,False,能不能问下，司机时不时的动一下方向盘旁边的挡杆还是按钮什么的，是在干嘛？
Daniel4192,384174043,4,保密,2022-04-23 09:00:57,1,True,确保司机没睡着
低光速黑域,337516462,5,保密,2022-04-20 01:05:22,0,False,大哥 来个剪辑版本呗
summersdrive,1763472833,3,保密,2022-04-19 18:01:31,1,False,想知道高速中，出现旁车道（目标车道）有危险，进行换道中止，但这时还是可能会出现压过旁车道边线，这时候该怎么处理？
隧道全互通,1346129699,3,保密,2022-04-23 16:56:01,0,True,保持安全距离（对应前车，后车，左右车道车辆等等），防御驾驶……仅供参考
suitck_,511385835,5,男,2022-04-29 18:44:52,0,True,会退回去的
泡面不放辣就好了,277748832,5,男,2022-04-17 15:19:05,3,False,希望路上都是车，以后喝酒了直接躺车里睡觉，多舒服。醒了就到家了
隧道全互通,1346129699,3,保密,2022-04-23 16:49:25,0,True,部分车辆慢行已具备您所想，有条件的成员地域可尝试了吗，高速通行仍有等科普无须超车设计之后（保障安全距离，择选配套联控技术普及应用效果更佳，仅供参考）
杰克苏世夫,1002721924,3,保密,2022-05-01 10:51:10,0,True,车上睡了一晚！[偷笑][吃瓜][笑哭]
bili_82717180753,696533447,4,保密,2022-06-06 00:08:02,0,True,很难。。。恐怕还有很长一段路要走。。。。
豆腐心不迟到,107877261,6,男,2022-04-16 23:56:19,0,False,这个点云看着怪怪的
zuhxs,41082173,5,保密,2022-04-16 13:06:57,0,False,比图森晚了好多年唉
江西南昌文静嘉然星瞳,1822733348,4,保密,2022-04-16 11:52:26,0,False,量产？
78528854,262176056,5,保密,2022-04-15 20:57:17,0,False,这是用什么技术的？
医心意义,432003808,5,保密,2022-04-15 17:23:13,1,False,以后能不能自己加装，我想装哪家的自动驾驶就装哪家的，不受限于车辆品牌型号，老款也可以加装，官方号来一下[doge]
ALEXlPAN,594518699,3,保密,2022-04-16 20:49:15,0,True,可以后面改装
Baifarn丶吕爱惠,239979430,5,保密,2022-04-15 16:30:42,1,False,国内法规更新都得五六年去了。。。
隧道全互通,1346129699,3,保密,2022-04-23 16:58:50,0,True,为何？有哪些办法可以提速？
宅嘶唧,2094,6,男,2022-04-15 14:31:40,0,False,下一步，driver-out ！[热词系列_燃起来了]
bili_75626282336,503888035,3,保密,2022-04-15 02:15:17,1,False,地图限速还是太保守了呀，只有80
我是良辰我怕谁丶,8499244,6,男,2022-04-15 14:16:02,0,True,40 60 70 80
奔走比你强得多,21662601,5,女,2022-04-19 23:00:05,0,True,我看视频这车全程20啊...这么慢不阻碍交通嘛
肆贰伍-,22050985,5,保密,2022-04-20 02:44:57,1,True,回复 @奔走比你强得多 :视频里 20 的单位是米每秒
奔走比你强得多,21662601,5,女,2022-04-20 14:03:33,0,True,[囧][囧]是嘛....是在下错了
linjunhalida,10714946,3,保密,2022-06-25 00:18:33,0,True,省油
邹忌飒齐王纳妾,8672032,6,男,2022-04-15 00:16:09,1,False,好奇传感器配置[嗑瓜子]
bili_75626282336,503888035,3,保密,2022-04-15 02:14:22,0,True,激光雷达，我猜是禾赛
机魂,6015920,6,男,2022-04-14 21:01:35,1,False,比我之前在卡罗拉上改的openpilot强
黄喵233,1961422,6,保密,2022-04-16 22:20:09,0,True,肯定的啦。。人有激光雷达。。。高精度地图
血小板-platelet,35923782,5,男,2022-04-14 14:20:23,1,False,这个好
冫东冫东鱼,7012135,6,男,2022-04-14 12:18:49,1,False,牛逼
十八级达贡之神力,53306156,5,男,2022-04-13 19:52:37,1,False,加油 自动驾驶科技创新是必争之地
yukiashion,112894179,5,男,2022-04-13 19:31:56,0,False,https://b23.tv/BV1CS4y1Y77x
皮卡丘要穿秋裤了,191489006,5,保密,2022-04-13 16:36:39,0,False,[doge]这下，睡觉的时候又有看的了。
爱包子bz,16865582,6,保密,2022-04-13 15:27:23,1,False,牛逼牛逼，有没有股票我买一点[打call]
斯宾塞汪,3523294,6,保密,2022-04-13 15:14:20,1,False,火钳刘明 内推码NTAHbyv [doge][doge]
自动驾驶时代,175485311,5,保密,2022-04-13 15:09:57,1,False,厉害了 加油
灼眼ノシャナ,561408,6,保密,2022-04-13 15:03:29,0,False,人机共驾！接管权分配！这个好像也是车辆工程这两年和自动驾驶技术接壤的 比较热点的方向了，学交通工程的 表示 自己更多研究 驾驶风险评估 ADAS那块...
jyakaranda,13505534,6,保密,2022-04-13 15:00:05,1,False,牛
大大锅的荆柯,352633576,5,男,2022-04-13 14:08:38,0,False,加油！
Dr海王星,8439310,6,男,2022-04-14 21:35:04,1,False,这是双雷达融合感知吧？
Dr海王星,8439310,6,男,2022-04-14 21:36:06,0,True,看点云scanline应该是至少两台雷达
hklikl,18790878,6,男,2022-04-16 13:41:51,1,False,自带驾驶在中国最重要的事相关法规，而不是技术问题。
隧道全互通,1346129699,3,保密,2022-04-23 16:57:17,0,True,同等重要，比技术法规更前置重要的是？
