send_time,like,text
2021-04-17 16:38:34,5,激光雷达+高清摄像头，路面障碍能识别的，你要是有兴趣可以去看看没快进的其他两个UP发的。
2021-05-01 20:08:29,0,赶紧把动能回收去掉吧 现在续航也能有600公里了 不差那一点吧
2021-08-04 20:07:03,1,回复 @someda :等真正普及的时候，肯定会解决的，而且现在L4都敢只设置一个急停的按钮就上道跑了，BV1s64y1X7vL
2022-02-01 23:30:40,0,[囧]
2022-07-19 14:33:30,0,会触发ESP
2022-02-07 20:53:31,1,[吃瓜][吃瓜][吃瓜]快点上市，正好有钱整一个玩玩
2021-04-20 12:05:33,0,回复 @七个拉风的昵称 :交给时间了，希望我能看到，我才27
2022-02-16 01:53:31,9,回复 @no-code :应该会有手动模式，手动模式优先级高于自动，防止紧急情况出现
2022-02-19 10:14:36,1,招
2021-05-01 01:26:25,25,回复 @不讲wudeの年轻人 :[妙啊]只需要60kg的力就可以踩下去了呢 就是车主没使劲
2022-08-20 00:15:36,0,回复 @Sun言叶 :不是犯困的累 三四个小时保持一个坐姿腰酸背疼的累
2021-04-19 17:53:47,2,就华为产品之前给我的印象，我觉得大家的生命都很可贵
2022-02-12 17:37:00,0,但是总规是有接管的呀…汽车自动驾驶这样没人接管，不论概率不概率我个人而言都不太希望它上路…尤其是这种情况还会导致事故权责不分明，如果没有分明的权责观，我相信许多人都会对它的安全问题能否达标能否考虑全面有很大的怀疑[思考]
2021-08-01 12:13:27,0,【特斯拉VS汉EV     简单碰撞预测-哔哩哔哩】https://b23.tv/eMYoIf
2021-04-20 00:45:53,0,回复 @solar_yan :300线的激光雷达？他从哪里来？
2021-04-21 01:40:36,0,特斯拉刹车失灵ヽ(`Д´)ﾉ
2021-04-28 07:35:22,0,鸿蒙车机也是杀手级别的
2022-01-29 17:58:13,1,回复 @小时候很帅0 :恶劣天气敢60开快速车道的我是真的佩服，这种情况跑慢车道安全很多的，就这样的雨量，在南方的高速上，跑100以上的车有很多的，自己不敢开，不代表别人不开，不怕一万，就怕万一
2021-06-28 13:56:33,0,特斯拉的硬件和华为没得比，都没激光雷达
2021-04-23 12:31:55,3,雨天测试BV1ao4y1f72Z，这还是去年的测试了，视频刚放出来
2022-02-07 22:21:16,1,懂事的车子，都开始挣钱养主人了[doge]
2021-07-16 08:28:43,0,"我也觉得吹华为吹的有点过分黑，其他的黑的有点过分。
从视频里面大家真的能够看得出时好时坏吗？我觉得这个视频挺好的呀。"
2021-04-22 16:53:34,1,回复 @themeofsoul :潜心做东西的最终会得到相应的，别看小米PPT做的凶，注定被淘汰
2022-02-08 10:17:04,0,不知道这会不会被特吹说是用了特斯拉开放的FSD技术[吃瓜][吃瓜][吃瓜][吃瓜]
2022-08-20 09:34:31,1,回复 @Sun言叶 :明显是没开过车的，高速累了辅助驾驶帮忙30s都能让人缓解很多
2021-05-03 12:28:06,0,回复 @临时扫地僧 :刹车失灵 是有媒体想摸黑特斯拉[doge]
2022-04-16 13:41:51,1,自带驾驶在中国最重要的事相关法规，而不是技术问题。
2022-07-11 20:35:10,1,颜值跟实力智己确实都安排到位了
2021-04-22 21:01:01,48,无论华为做得多么好多么优秀，即便是产品力最牛X，仍然有很多喷子看不起华为，而且这里面大多数居然都是国人，是支持外国货的国人，不可理喻。
2022-07-06 15:44:49,0,偏爱智己是因为他能给我更舒适的乘坐体验，一直都有在注重用户体验
2021-05-11 17:56:36,0,如果违章了  扣谁分
2022-02-16 12:36:36,1,会反馈后台，然后人工辨别
2021-04-26 07:06:31,0,因为北汽愿意深度合作，其他家不配合很难做到这种程度
2021-05-03 15:49:15,0,看着你们这么努力地黑我就放心买了[歪嘴]
2021-04-22 20:30:22,0,回复 @hobbysakumo :问题当然会有，但只要人类还有私人出行的需求，就不妨碍这是个可预见性的未来
2021-10-10 17:47:53,0,车噪这么大么up…
2021-05-10 09:39:22,0,回复 @没名瞅啥 :[吃瓜]我不是，我没有，别乱说
2021-04-22 17:59:03,0,沙尘天呢？
2021-08-04 22:58:58,0,刚才路口车打的左转灯，它没让
2022-08-20 15:08:27,1,这么说那你早就把命交完了，飞机火车地铁电梯一个都没坐过是吧
2021-08-05 01:26:33,1,回复 @靠该昵称已存在都有了 :你最懂了 比不了你
2021-04-30 23:50:08,0,回复 @fangzy0823 :这种本来就是给出租车准备的
2022-02-07 20:00:14,0,自动驾驶公司～
2021-05-04 12:04:39,0,[抠鼻][抠鼻]
2021-04-29 19:31:59,0,回复 @淮校长 :现在一众汽车厂商已经和华为合作了
2021-05-03 17:08:06,0,回复 @大魔导士比比 :管这么干嘛，先把特斯拉冲了[歪嘴]
2021-08-04 17:18:51,0,[脱单doge]你们会把自己生命交给自动吗[脱单doge]
2021-04-18 09:01:26,2,回复 @没滑轮的鼠标 :机器毕竟是机器，做不到完全无人驾驶的话，司机必须做到随时接管，随时应对意外
2022-04-13 15:14:20,1,火钳刘明 内推码NTAHbyv [doge][doge]
2021-04-22 13:10:27,0,回复 @QY起源 :也就四十多万[doge]
2021-04-29 22:34:37,1,自动导航：重庆火车站[doge]
2022-02-22 08:03:16,0,那计算机的计算能力得多高啊[笑哭]
2022-02-01 15:12:39,1,厉害
2021-04-23 08:23:09,3,回复 @施可馨爸爸 :？？？？  很想搞明白 你这是什么心理活动
2021-05-11 20:33:38,1,你有了之后可以多接管几次，接管多了就和你开车一样了，ai强大的地方是学习
2021-04-23 22:26:53,0,干翻特斯拉
2021-04-21 14:10:33,1,城里不用的，数字城市提供数据
2021-05-02 12:01:08,1,我玩跑跑卡丁车过加速带也这样[doge]
2021-04-18 14:27:17,1,分明是嘲讽蔚来[滑稽]，这是个什么东西[偷笑]
2021-04-27 12:32:33,0,小鹏那车还行
2021-04-17 16:00:47,0,手机评测，这也来一个吧，就和那个什么拉一起测一下城市道路。
2021-04-27 20:36:55,1,回复 @我是一木森林 :不是考虑好像已经开始测试中控和华为的驾驶辅助了
2022-01-31 15:01:15,1,我要这驾照有何用[笑哭]
2021-11-04 19:23:11,0,刹车变硬？这也行？
2021-05-02 18:00:19,3,这才是正解吧，我发现B站正常人还是多，不会直接无脑喷
2021-04-24 15:03:27,2,回复 @梅仁杏520 :股权结构决定了初心变不了的
2021-04-20 23:42:44,0,你敢不敢睡一觉
2021-04-26 13:34:41,0,未来还有司机什么事？
2021-05-03 17:43:06,79,为了自己的安全，为了其他车主的安全，求求别开特斯拉上高速了[拥抱]
2021-06-11 20:07:42,0,回复 @不进TI不改名 :这个是本地运算的，5g的构想是车联网，那个华为也在做，但是跟自动驾驶本身无关，车联网解决的是车与车的对话，让城市交通更具有规划性。
2021-06-25 08:41:54,3,用的是上汽的PP-CEM，momenta只是一个合作伙伴而已。这两天momenta炒作与上汽的合作项目，只是为了拉股价而已。
2022-03-09 18:13:49,0,回复 @我是一木森林 :14年开始合作了，16年年底a8l辅助驾驶系统就是华为技术。你不会村里刚通网吧[辣眼睛]
2022-11-15 13:33:54,1,自动驾驶目前只在特定区域可以跑，你这是违法
2021-06-24 19:17:10,1,L7 是哪个级别
2022-01-30 18:56:18,0,跟车跟那么远……
2021-12-27 18:22:08,1,回复 @寒霜Rs :中二龙哥 半路遇袭 的那个是上辈子的你吧[doge]
2022-08-23 10:38:52,0,丰田是lcc？
2021-04-18 17:00:07,7,回复 @茶青青青鸟 :去年自动驾驶大赛，华为取代百度成为第一名了。自动驾驶技术目前领先。
2022-01-21 20:17:29,0,回复 @鹑鹌4321 :我的大刀差点刹不住了
2021-05-21 15:00:05,0,三颗激光雷达就不是便宜货了
2021-10-21 15:08:35,1,回复 @机械体阿巴瑟 :对了我还有一台ktm 790adv ，你的福克斯我感觉可以直接报废掉比较好
2021-04-30 09:59:08,0,就这？这叫晚高峰？我还以为是内环路[doge]
2022-02-01 18:17:00,0,前排 预言一下。肯定有人说这样上马路不安全 责任怎么认，撞到人怎么办
2022-09-23 12:09:11,1,回复 @AlwaysLv :哈哈哈哈哈好洗，新手不敢开高速所以交给自动驾驶证，牛啊牛啊牛，不敢开还上高速那不是更加找死？
2022-01-01 23:27:57,1,喝多了能开自动驾驶回家么[微笑]
2022-05-06 15:09:09,0,这就是存视觉的弊端
2021-05-07 06:36:16,2,回复 @徐徐麦浪 :系统设定的不违章，不违规，不走的话，他也没办法走的
2021-05-03 12:35:02,0,我个人单方面宣布，跟华为签署合作协议，来自mate40pro+ [doge]
2021-06-25 08:43:17,0,回复 @林同学LAM :啥比赛说说！是不是抄袭大赛？
2021-06-27 21:55:01,1,回复 @YY的茶渍饭 :同P7车主，目前量产车里面，高速ngp确实体验很好。驾驶疲劳减少一半。
2021-04-22 18:24:31,3,假的，整个路线都是华为请的群演(
2022-02-09 17:29:45,0,要是被交警发现 一直追怎么办？
2021-05-22 03:21:31,0,之前那个让电瓶车的视频，好像也压了实线吧
2022-02-24 19:40:11,0,回复 @三面不得 :不是生产力过剩，而是你所得的东西给你的太少，给你这种错觉罢了。要是真按照个人所得应给的工资的话，你会发现生产力过剩个屁
2021-04-22 08:00:13,4,以后多买几辆，人去上班，让车子自己去接单跑滴滴
2021-04-30 10:02:39,0,期待有在标识不清晰或者无标识的路测[思考]
2022-02-01 18:49:21,5,就是我看到我左右侧别车时应该是触发了什么机制都有一个急刹的行为
2021-07-13 10:46:14,0,回复 @闻道刘 :迟早的事[滑稽]
2021-04-23 15:35:52,22,没有去百度贴吧看看？好家伙，特斯拉刹车失灵，底下清一色的骂华为，说是华为造车故意整的假新闻
2022-02-05 14:52:42,0,回复 @大魔导士比比 :反转了，马斯克已经主动承认特斯拉没有自动驾驶，只有自动辅助驾驶了哈哈哈哈哈，笑死我了
2021-07-02 18:51:17,1,回复 @林同学LAM :不会又有人要拿那个全是一堆高校参赛的比赛来说事儿了吧[doge]
2022-01-29 00:05:12,1,这不可能，肯定是汽车人才能这样[doge]
2021-04-19 15:47:09,0,好是好有个建议就是开启自动驾驶时候最好有车外提示。本车目前是自动驾驶。让其他车辆人员知道。
2021-04-22 23:57:02,11,回复 @施可馨爸爸 :我看你这句话都说好多遍了，你管人家买不买，关你锤子事
2021-04-22 09:05:59,18,华为格局就是大啊   部署了好多后手  先是鸿蒙  这又来了自动驾驶   不知道还有多少王炸
2022-02-17 22:54:01,57,说实话有点震撼到了，深圳这地方天天修路，隔三差五围起来施工改道，高峰时间堵的要命，能在这路况下六小时无接管真的很牛逼了，这已经具备实用价值，并且相当稳定了。
2021-04-27 23:14:29,0,我靠，这是真滴牛p
2022-04-20 15:53:56,0,都是本地进行数据处理的=.=，远程处理延迟太高
2022-01-31 01:59:19,1,可以的！加油！你们是改变世界的人！
2021-05-18 08:25:04,0,回复 @叉叉几级 :你看看是在什么情况下接管的。你也可以不接管，等周围的两辆车过了，它自己会走。
2022-02-08 15:56:46,5,然后遇到醉猫直接坐在驾驶室上玩方向盘[吃瓜]
2021-04-19 21:49:16,0,回复 @迪迦快乐型 :我这边两边都有
2021-06-24 21:40:39,4,比华为牛。奈何华为会营销，其实技术根本都不如别人。
2022-02-23 23:11:55,1,给个联系方式交流一下具体方案吗？
2022-11-27 12:11:58,0,正常不是方向盘不动，就没事吗，写程序的什么逻辑
2022-02-22 09:58:06,0,躺着赚钱
2021-04-24 10:08:20,1,回复 @育碧中国Ubisfot :我赞成
2021-04-30 14:29:07,0,回复 @mariao :人家极狐咋不顶个包
2021-05-02 22:09:12,2,最怕后面跟辆特斯拉
2021-04-23 13:00:08,1,回复 @吃鱼的仓鼠 :华为要是白送，那车最多25万
2021-04-19 23:49:11,8,特斯拉那个所谓“自动驾驶”，用起来还不如小鹏NGP，那句不比特斯拉差实在是说的没啥意思。
2022-02-07 18:43:02,40,听说又有一个笨比up开了精选评论[初音未来_nice]所以特地来评论
2021-04-19 08:10:59,3,开始都是这样的，等年产百万就便宜了。
